word,sentence,word_mean
em,Get 'em out of here!,short form of them
person,What kind of person are you?,"a man, woman, or child"
he'll,He'll be all right.,short form of he will
honey,"Honey, are you all right?","a sweet , sticky , yellow substance made by bees and used as food"
town,From the town of Bedrock,"a place where people live and work , containing many houses , shops , places of work , places of entertainment , etc., and usually larger than a village but smaller than a city"
important,That's the most important thing.,necessary or of great value
supposed,What's that supposed to mean?,to have to; to have a duty or a responsibility to
least,It's the least I can do.,less than anything or anyone else ; the smallest amount or number
shot,Give me your best shot.,past simple and past participle of shoot
making,You're making a big mistake.,the activity or process of producing something
hours,I'll be back in a couple of hours.,the amount of time during the day or week that you work
ha,Ha-ha-ha-ha-ha!,"used to express satisfaction that something bad has happened to someone who deserved it, or to show that you have succeeded in something"
week,Lucille Ball and Desi Arnaz will be back next week at this same time.,"a period of seven days , especially either from Monday to Sunday or from Sunday to Saturday"
yours,Is he a friend of yours?,the one(s) belonging to or connected with the person or group of people being spoken or written to
hmm,"Mm-hmm, mm-hmm, mm-hmm.",something you say when you pause while talking or when you are uncertain
hurry,Why are you in such a hurry?,to move or do things more quickly than normal or to make someone do this
speak,I want to speak to you.,"to say words, to use the voice , or to have a conversation with someone"
nobody,Nobody knows where he is.,not anyone
body,What have you done with his body?,the whole physical structure that forms a person or animal
