word,sentence,word_mean
reason,No reason.,the cause of an event or situation or something that provides an excuse or explanation :
almost,Almost.,nearly :
able,I might be able to help.,"to have the necessary physical strength , mental power , skill , time , money , or opportunity to do something:"
between,This is between you and me.,"in or into the space that separates two places , people , or objects :"
free,You're free.,not limited or controlled :
buy,Can I buy you a drink?,to get something by paying money for it:
brought,Brought to you by WITH S2 Written In The Heavens Subbing Squad,past simple and past participle of bring
line,Line up!,"a long , thin mark on the surface of something:"
either,Me either.,"used in negative sentences instead of ""also"" or ""too"":"
city,New York City.,a large town :
full,Full house.,(of a container or a space ) holding or containing as much as possible or a lot:
met,Have we met?,past simple and past participle of meet
bed,I'm going to bed.,"a large , rectangular piece of furniture , often with four legs , used for sleeping on:"
question,Can I ask you a question?,a sentence or phrase used to find out information :
telling,I'm telling you.,showing the truth about a situation or showing what someone really thinks :
answer,Answer me!,"a reaction to a question , letter , phone call , etc.:"
power,Power.,ability to control people and events :
anybody,Anybody home?,→ anyone
women,Women.,plural of woman
started,Let's get started.,past simple and past participle of start
tried,I tried.,past simple and past participle of try
welcome,You're welcome.,to be pleased about and encourage or support something:
seems,So it seems.,to give the effect of being; to be judged to be:
front,Eyes front.,"the part of a building , object , or person's body that faces forward or is most often seen or used:"
funny,That's funny.,humorous ; causing laughter :
trust,Trust me.,"to believe that someone is good and honest and will not harm you, or that something is safe and reliable :"
ass,Kiss my ass.,a donkey
save,Save me!,"to stop someone or something from being killed , injured , or destroyed :"
hate,I hate you!,to dislike someone or something very much:
pick,Pick it up.,to take some things and leave others :
died,He died.,"to stop being alive , either suddenly or slowly :"
stupid,Stupid!,silly or unwise ; showing poor judgment or little intelligence :
alive,He's alive.,"living , not dead :"
it'll,It'll be all right.,short form of it will:
order,Order!,"a request to make, supply , or deliver food or goods :"
jack,Jack.,a piece of equipment that can be opened slowly under a heavy object such as a car in order to raise it off the ground :
hour,At this hour?,a period of 60 minutes :
hot,It's hot.,having a high temperature :
clear,Clear.,"easy to understand , hear , read , or see :"
light,Got a light?,"the brightness that comes from the sun , fire , etc. and from electrical devices , and that allows things to be seen :"
outside,Outside.,not inside a building :
dog,Good dog.,"a common animal with four legs , especially kept by people as a pet or to hunt or guard things:"
they'll,They'll kill you.,short form of they will:
news,Good news.,information or reports about recent events :
country,It's a free country.,an area of land with fixed borders that has full or limited control over its own government and laws :
lose,You lose.,to no longer have something because you do not know where it is:
sometimes,Sometimes.,on some occasions but not always or often:
fact,Is that a fact?,"something that is known to have happened or to exist , especially something for which proof exists , or about which there is information :"
john,John.,a toilet :
months,Six months.,"a period of about four weeks , especially one of the twelve periods into which a year is divided :"
